,fun1_c1,fun1_c2,fun1_result,fun1_1_c1,fun1_1_c2,fun1_1_result,fun1_2_c1,fun1_2_c2,fun1_2_result,fun1_3_c1,fun1_3_c2,fun1_3_result,fun2_c1,fun2_c2,fun2_result,fun2_1_c1,fun2_1_c2,fun2_1_result,fun2_2_c1,fun2_2_c2,fun2_2_result,fun2_3_c1,fun2_3_c2,fun2_3_result,fun3_c1,fun3_c2,fun3_result,fun3_1_c1,fun3_1_c2,fun3_1_result,fun3_2_c1,fun3_2_c2,fun3_2_result,fun3_3_c1,fun3_3_c2,fun3_3_result,fun4_c1,fun4_c2,fun4_c3,fun4_result,fun4_1_c1,fun4_1_c2,fun4_1_c3,fun4_1_result,fun4_2_c1,fun4_2_c2,fun4_2_c3,fun4_2_result,fun4_3_c1,fun4_3_c2,fun4_3_c3,fun4_3_result,fun5_c1,fun5_c2,fun5_c3,fun5_result,fun5_1_c1,fun5_1_c2,fun5_1_c3,fun5_1_result,fun5_2_c1,fun5_2_c2,fun5_2_c3,fun5_2_result,fun5_3_c1,fun5_3_c2,fun5_3_c3,fun5_3_result,fun6_c1,fun6_c2,fun6_c3,fun6_result,fun6_1_c1,fun6_1_c2,fun6_1_c3,fun6_1_result,fun6_2_c1,fun6_2_c2,fun6_2_c3,fun6_2_result,fun6_3_c1,fun6_3_c2,fun6_3_c3,fun6_3_result,exSin_c1,exSin_c2,exSin_result,exTan_c1,exTan_c2,exTan_result,exGauss_1_c1,exGauss_1_c2,exGauss_1_result,exGauss_2_c1,exGauss_2_c2,exGauss_2_result
14,-7.171717171717171,-1985.7157566894325,-1986.755198631164,14.141414141414142,13765.436341787428,13766.4456255243,-0.7171717171717171,-22.024519246129287,-22.097451969873397,-717.1717171717172,-1845364389.8510492,-1845364362.4475694,-2.251919191919192,-1.4065319156734941,-1.4065319156734941,0.9898989898989898,1.3847448559682078,1.3847448559682078,14.141414141414142,0.9957437931674521,0.9957437931674521,-71.71717171717171,-1.3716587080390363,-1.3716587080390363,0.5656565656565657,0.8966105335693135,0.8945753572257573,1.2727272727272727,1.6419611041396602,1.5700963299157853,14.0,5.41610040220442,5.394726711807026,141.27272727272728,9.915491660351766,10.017078790871269,-7.171717171717171,-3.737373737373738,-14.646464646464647,-14.646464646464647,14.141414141414142,73.73737373737374,161.61616161616163,161.61616161616163,-0.7171717171717171,0.8383838383838385,0.9595959595959598,0.9595959595959598,-717.1717171717172,212.121212121212,-292.9292929292932,-292.9292929292932,-2.251919191919192,1.744444444444445,-1.2482344228087223,-1.2482609954971704,0.9898989898989898,1.8383838383838382,-0.05382394544764829,-0.11536873127010372,14.141414141414142,31.313131313131315,2.6980492414724444,1.8468543501096903,-71.71717171717171,39.393939393939405,0.7164160543183795,0.5131544854311232,-7.171717171717171,9.393939393939394,-215.4360779512295,-215.4579835946825,14.141414141414142,34.343434343434346,1417.569737781859,1417.2051016935911,-0.7171717171717171,0.8989898989898992,-6.712784409754108,-6.509368575680695,-717.1717171717172,-434.3434343434344,1451873.1559024593,1451873.2319726604,0.8885312555607496,0.6305526670845224,0.6305526670845225,-1.1265306990145216,-3.040646133753953,4.707347782008452,-2.8686868686868685,0.0065151782522678905,0.0024357053331190036,2.8282828282828283,0.007309865450717592,0.008542758898503028
15,-6.96969696969697,-1827.8859949355817,-1828.9198585222537,15.151515151515152,16960.86403984751,16961.481735293026,-0.696969696969697,-21.75526616022484,-21.891564962062713,-696.969696969697,-1693797193.753764,-1693797168.7609997,-2.1884848484848485,-1.3943716789878504,-1.3943716789878504,1.0606060606060606,1.3609949000417583,1.3609949000417583,15.151515151515152,-0.32096297208885827,-0.32096297208885827,-69.69696969696969,0.28576429299141104,0.28576429299141104,0.6060606060606061,0.947568704171283,0.9469292585523827,1.3636363636363638,1.7204025304462232,1.6564539154693083,15.0,5.545177444479562,5.520657277154185,151.36363636363637,10.052540016487315,10.158736692090546,-6.96969696969697,9.7979797979798,12.62626262626263,12.62626262626263,15.151515151515152,10.101010101010102,35.35353535353536,35.35353535353536,-0.696969696969697,-0.050505050505050386,-0.7979797979797978,-0.7979797979797978,-696.969696969697,-818.1818181818182,-2333.3333333333335,-2333.3333333333335,-2.1884848484848485,-0.666060606060606,0.6839427831194146,0.6839152538534822,1.0606060606060606,2.0505050505050506,-0.41724681605363867,-0.4645552348359305,15.151515151515152,75.75757575757576,2.8337944655375304,2.8427798915666456,-69.69696969696969,-29.292929292929287,-0.7622471644812194,-0.8829980892111291,-6.96969696969697,1.9191919191919187,-3.9862258953167906,-3.9932577464796872,15.151515151515152,29.292929292929294,1357.0146923783286,1356.6025212020088,-0.696969696969697,-0.8383838383838383,9.107438016528924,8.753126729666889,-696.969696969697,-494.949494949495,1524126.8034894401,1524126.8496954762,0.9519977738150889,0.5800569095711983,0.5800569095711982,-1.0947974398873521,-2.494969483759282,3.616251126785471,-2.787878787878788,0.008188106526787245,0.004262576660422294,3.0303030303030303,0.0040448663858864775,0.005128952890797455
16,-6.767676767676768,-1678.7529338894508,-1679.7419621460817,16.161616161616163,20615.985090162932,20616.23791781355,-0.6767676767676767,-21.496179012860985,-21.685961864850125,-676.7676767676768,-1550765082.2025821,-1550765059.5549083,-2.1250505050505053,-1.3766024891031967,-1.3766024891031967,1.1313131313131313,1.3304434982844995,1.3304434982844995,16.161616161616163,-1.3371040777376677,-1.3371040777376677,-67.67676767676767,1.1233693640113547,1.1233693640113547,0.6464646464646465,0.997260701344345,0.9979945909417824,1.4545454545454546,1.7958831864119171,1.7405424122260982,16.0,5.666426688112432,5.640815395572701,161.45454545454547,10.180796484722116,10.289314801616605,-6.767676767676768,-4.141414141414142,-15.050505050505052,-15.050505050505052,16.161616161616163,71.71717171717172,159.5959595959596,159.5959595959596,-0.6767676767676767,-0.3535353535353535,-1.3838383838383836,-1.3838383838383836,-676.7676767676768,-555.5555555555557,-1787.878787878788,-1787.878787878788,-2.1250505050505053,-2.7593939393939397,-2.729280911813023,-2.7293092719194734,1.1313131313131313,1.4848484848484849,0.7076543573436942,0.6553274874769938,16.161616161616163,87.87878787878789,2.9670267638549923,1.5878853421040555,-67.67676767676767,89.89898989898992,-1.3700153598240492,-0.28982172362865455,-6.767676767676768,-2.7272727272727275,121.26425874910726,121.26647276882741,16.161616161616163,38.38383838383839,1854.5455565758598,1854.2475488060682,-0.6767676767676767,0.49494949494949503,-3.0115294357718607,-2.9322533476645747,-676.7676767676768,-777.7777777777778,2042584.5118865427,2042584.7463237124,1.0154642920694281,0.5272254676105027,0.5272254676105024,-1.0630641807601826,-2.098654936044948,2.90773407664788,-2.7070707070707067,0.010223621121960602,0.006530052592207785,3.2323232323232323,0.00214869355083202,0.0030646265045542022
17,-6.565656565656566,-1538.0692271145285,-1538.9814064733573,17.171717171717173,24761.71779729754,24761.630998287263,-0.6565656565656566,-21.247010457601213,-21.48106595423003,-656.5656565656566,-1416020708.7609932,-1416020688.3927724,-2.0616161616161617,-1.353295823772522,-1.353295823772522,1.202020202020202,1.2932433284941967,1.2932433284941967,17.171717171717173,-1.1011145513899634,-1.1011145513899634,-65.65656565656565,-1.2618157078529473,-1.2618157078529473,0.686868686868687,1.0457479245643304,1.047731773674152,1.5454545454545454,1.8686184747536667,1.8222811562295478,17.0,5.780743515792329,5.755620731539195,171.54545454545456,10.301321412743006,10.41018166250094,-6.565656565656566,6.363636363636363,6.161616161616161,6.161616161616161,17.171717171717173,77.77777777777779,172.72727272727275,172.72727272727275,-0.6565656565656566,-0.4545454545454545,-1.5656565656565655,-1.5656565656565655,-656.5656565656566,-10.10101010101016,-676.7676767676769,-676.7676767676769,-2.0616161616161617,-0.222020202020202,1.0931944560972113,1.0931653900686893,1.202020202020202,3.1818181818181817,-1.4329062675143407,-1.4441572632999464,17.171717171717173,98.98989898989899,0.8033734527493657,0.06986014801605543,-65.65656565656565,3.030303030303031,-2.9751020105994717,-1.977873317391245,-6.565656565656566,-6.363636363636363,213.99765330068362,214.0071032193557,17.171717171717173,93.93939393939395,4477.594225079074,4478.082166688193,-0.6565656565656566,0.5757575757575759,-3.73329252117131,-3.6253230284875,-656.5656565656566,-696.969696969697,1808777.3493521072,1808777.5198353631,1.0789308103237674,0.47227107477268276,0.4722710747726827,-1.0313309216330129,-1.7956156227146907,2.430540117850521,-2.6262626262626263,0.012682068349159798,0.009289732881857344,3.4343434343434343,0.0010957722143120606,0.0018371208277898742
18,-6.363636363636363,-1405.587528174305,-1406.398858996391,18.181818181818183,29428.980465815188,29428.57797983278,-0.6363636363636364,-21.007513148009018,-21.277296462020928,-636.3636363636364,-1289316726.992487,-1289316708.8380687,-1.9981818181818183,-1.3245454356136084,-1.3245454356136084,1.2727272727272727,1.2495802950704307,1.2495802950704307,18.181818181818183,0.16601330000514491,0.16601330000514491,-63.63636363636363,-0.027027371430612845,-0.027027371430612845,0.7272727272727273,1.0930874127361399,1.0961265195076733,1.6363636363636365,1.9388011143762072,1.9016039242117544,18.0,5.8888779583328805,5.86545106023207,181.63636363636365,10.414994184033128,10.522513267147815,-6.363636363636363,6.565656565656564,6.767676767676765,6.767676767676765,18.181818181818183,87.87878787878789,193.93939393939397,193.93939393939397,-0.6363636363636364,0.6565656565656568,0.6767676767676772,0.6767676767676772,-636.3636363636364,878.7878787878788,1121.212121212121,1121.212121212121,-1.9981818181818183,-0.6026262626262624,0.8067202885854037,0.80669064051211,1.2727272727272727,6.717171717171717,2.408868215058569,2.3566171063711905,18.181818181818183,77.77777777777779,-1.1191594842759351,-1.1596451016746607,-63.63636363636363,-69.69696969696969,1.2793107614284522,1.6155314015990347,-6.363636363636363,9.7979797979798,-214.1423324150597,-214.16504204728517,18.181818181818183,37.37373737373738,2108.5298438934806,2108.23572074252,-0.6363636363636364,-0.7575757575757576,8.15426997245179,7.874499859097829,-636.3636363636364,-353.5353535353536,1082365.554637282,1082365.5677435668,1.1423973285781066,0.4154150130018863,0.41541501300188644,-0.9995976625058433,-1.5546547447973547,2.1013226392109794,-2.5454545454545454,0.01562929947685561,0.012596530005780164,3.6363636363636362,0.0005364652438418938,0.0011112372789524433
19,-6.161616161616162,-1281.060490632269,-1281.7554483206875,19.191919191919194,34648.69140027972,34647.99599373969,-0.6161616161616161,-20.777439737647878,-21.075066279058483,-616.1616161616162,-1170405790.4605517,-1170405774.454272,-1.9347474747474747,-1.2904669749828608,-1.2904669749828608,1.3434343434343434,1.199672599974599,1.199672599974599,19.191919191919194,1.2776780564054506,1.2776780564054506,-61.61616161616161,1.2852987268580536,1.2852987268580536,0.7676767676767677,1.1393322475778482,1.143187690896903,1.7272727272727273,2.00660421772757,1.9784597813695561,19.0,5.991464547107982,5.970647512548759,191.72727272727275,10.522552189735375,10.627325165854698,-6.161616161616162,-0.9090909090909101,-7.979797979797982,-7.979797979797982,19.191919191919194,37.37373737373738,93.93939393939395,93.93939393939395,-0.6161616161616161,0.07070707070707072,-0.4747474747474747,-0.4747474747474747,-616.1616161616162,-1000.0,-2616.161616161616,-2616.161616161616,-1.9347474747474747,-0.3488888888888888,1.0561080156546874,1.0560779081529612,1.3434343434343434,4.595959595959596,0.3899979997850711,0.3779963058217999,19.191919191919194,38.38383838383839,1.3788372245011413,1.2545057672177586,-61.61616161616161,73.73737373737376,0.39123647916981397,0.8148914417911804,-6.161616161616162,-7.373737373737374,226.88409345985104,226.89555335045424,19.191919191919194,37.37373737373738,2259.5348433833283,2259.2486300246615,-0.6161616161616161,0.8989898989898992,-6.575043362922153,-6.369644799210261,-616.1616161616162,696.9696969696968,-913560.5753494538,-913561.2187501282,1.2058638468324459,0.35688622159187194,0.3568862215918719,-0.9678644033786736,-1.357026960249029,1.8708574720470748,-2.4646464646464645,0.019136081713996122,0.016508293216620243,3.8383838383838382,0.00025213805615265854,0.0006807419219884409
20,-5.959595959595959,-1164.2407680519098,-1164.8124360014244,20.202020202020204,40451.768905255,40450.802264770966,-0.5959595959595959,-20.556542880081295,-20.874779693795432,-595.959595959596,-1059040552.7286774,-1059040538.8048546,-1.8713131313131313,-1.2511975247640275,-1.2511975247640275,1.4141414141414141,1.1437696522858425,1.1437696522858425,20.202020202020204,1.1928616570816093,1.1928616570816093,-59.59595959595959,-1.089718091869074,-1.089718091869074,0.8080808080808082,1.1845319114123303,1.1889442340207719,1.8181818181818183,2.0721838633735516,2.05281369218602,20.0,6.089044875446846,6.071519042776984,201.81818181818184,10.624619843268324,10.725498284090662,-5.959595959595959,4.141414141414142,2.3232323232323244,2.3232323232323244,20.202020202020204,31.313131313131315,82.82828282828284,82.82828282828284,-0.5959595959595959,-0.8787878787878788,-2.3535353535353534,-2.3535353535353534,-595.959595959596,-737.3737373737374,-2070.7070707070707,-2070.7070707070707,-1.8713131313131313,-1.3638383838383838,-0.39402135735175137,-0.3940518031432224,1.4141414141414141,1.9797979797979797,-0.14577753583621555,-0.13812164924260828,20.202020202020204,35.35353535353536,-2.0249767867497392,-2.0713547632746847,-59.59595959595959,87.8787878787879,2.9915303996649047,1.9838682765838405,-5.959595959595959,-9.797979797979798,280.2786450362208,280.29492885945865,20.202020202020204,80.80808080808082,4740.924497500256,4741.231807393668,-0.5959595959595959,-0.1717171717171716,2.864197530864196,2.7754151661102324,-595.959595959596,-838.3838383838383,1859966.2076318746,1859966.4194389875,1.269330365086785,0.2969203753282752,0.2969203753282749,-0.936131144251504,-1.190780291194556,1.7084343522446548,-2.3838383838383836,0.023277192666084613,0.021085247476642633,4.040404040404041,0.00011376553499639933,0.0004232244462702182
21,-5.757575757575758,-1054.8810139967165,-1055.3308829724035,21.212121212121215,46869.13128530485,46867.9140867692,-0.5757575757575757,-20.34457522887275,-20.67683017891018,-575.7575757575758,-954973667.3603528,-954973655.4532868,-1.8078787878787879,-1.206895048943144,-1.206895048943144,1.4848484848484849,1.082150821802296,1.082150821802296,21.212121212121215,-0.009009611368914427,-0.009009611368914427,-57.57575757575757,-0.33848557755601083,-0.33848557755601083,0.8484848484848485,1.2287326054136622,1.2334415414355033,1.9090909090909092,2.135681260002712,2.1246468779513137,21.0,6.182084906716632,6.168346250284137,211.90909090909093,10.721730542718584,10.817799842308537,-5.757575757575758,-3.333333333333333,-12.424242424242424,-12.424242424242424,21.212121212121215,82.82828282828284,186.8686868686869,186.8686868686869,-0.5757575757575757,-0.2525252525252525,-1.0808080808080807,-1.0808080808080807,-575.7575757575758,535.3535353535353,494.9494949494949,494.9494949494949,-1.8078787878787879,-1.6175757575757577,-0.8792943342697154,-0.8793249989031467,1.4848484848484849,4.171717171717171,-0.3533480281228193,-0.33099030303737553,21.212121212121215,5.050505050505051,-0.2616730077288357,0.36119140644722814,-57.57575757575757,53.53535353535355,-1.492299228399718,-1.9895585413944814,-5.757575757575758,-0.7070707070707076,51.31221303948579,51.31040711534374,21.212121212121215,81.81818181818183,5084.838383838384,5085.164214118971,-0.5757575757575757,0.9797979797979799,-7.219467401285584,-6.994574400068571,-575.7575757575758,-90.90909090909099,489158.9430670341,489158.85890410683,1.3327968833411243,0.23575893550942736,0.23575893550942728,-0.9043978851243344,-1.047925296810709,1.5939516534685225,-2.3030303030303028,0.02813016413727847,0.026389213395627255,4.242424242424242,4.9278619153331034e-05,0.0002672967950667358
22,-5.555555555555555,-952.7338820301783,-953.0713241349773,22.222222222222225,53931.69684499317,53930.248805467636,-0.5555555555555556,-20.141289437585733,-20.48159823825787,-555.5555555555557,-857957787.9190676,-857957777.9630363,-1.7444444444444445,-1.1577377571878513,-1.1577377571878513,1.5555555555555556,1.0151240429164243,1.0151240429164243,22.222222222222225,-1.2024438324981188,-1.2024438324981188,-55.55555555555555,1.3838148844894835,1.3838148844894835,0.888888888888889,1.2719775334399934,1.276737579651726,2.0,2.1972245773362196,2.193956911440006,22.0,6.270988431858299,6.261384661891382,222.00000000000003,10.814343542920238,10.904900429852226,-5.555555555555555,-7.575757575757576,-20.707070707070706,-20.707070707070706,22.222222222222225,55.55555555555556,133.33333333333334,133.33333333333334,-0.5555555555555556,0.8383838383838385,1.1212121212121213,1.1212121212121213,-555.5555555555557,252.52525252525243,-50.505050505050804,-50.505050505050804,-1.7444444444444445,-2.6325252525252525,-2.512158799757314,-2.512189565685332,1.5555555555555556,2.616161616161616,-1.0285177632121623,-0.9857139177629306,22.222222222222225,42.42424242424243,-0.9678505304149984,0.030211192567091563,-55.55555555555555,-27.272727272727266,-1.5542997864610824,-1.3139550704921015,-5.555555555555555,-4.545454545454546,139.43995510662177,139.44578707581792,22.222222222222225,40.40404040404041,2905.601571268239,2905.3729495729517,-0.5555555555555556,-0.31313131313131304,4.022446689113355,3.915428810111544,-555.5555555555557,-10.10101010101016,325548.6992143661,325548.55419482,1.3962634015954636,0.17364817766693028,0.17364817766693041,-0.8726646259971648,-0.922909835219506,1.5136694634513057,-2.2222222222222223,0.033773651035270635,0.03248257411999828,4.444444444444445,2.0491882146873524e-05,0.00017153635086228675
23,-5.353535353535354,-857.5520257157846,-857.7934643425876,23.232323232323235,61670.38388888376,61668.7238064338,-0.5353535353535352,-19.946438159783735,-20.289449326161208,-535.3535353535353,-767745567.9683096,-767745559.8975661,-1.681010101010101,-1.1039233879871042,-1.1039233879871042,1.6262626262626263,0.9430242757414443,0.9430242757414443,23.232323232323235,-1.2698499597831783,-1.2698499597831783,-53.53535353535353,-0.8638566966621437,-0.8638566966621437,0.9292929292929294,1.3143071558240802,1.318899070535911,2.090909090909091,2.256930503635582,2.260757546300832,23.0,6.3561076606958915,6.350867561981003,232.09090909090912,10.90285709048438,10.987388034034034,-5.353535353535354,-7.979797979797979,-21.31313131313131,-21.31313131313131,23.232323232323235,82.82828282828284,188.8888888888889,188.8888888888889,-0.5353535353535352,-0.5959595959595959,-1.727272727272727,-1.727272727272727,-535.3535353535353,-131.3131313131314,-797.9797979797981,-797.9797979797981,-1.681010101010101,-0.7929292929292928,0.658542804674919,0.6585120528938133,1.6262626262626263,4.101010101010101,-0.42155156629976465,-0.3770047226416281,23.232323232323235,17.171717171717173,-1.0272133043920262,-0.250683268560138,-53.53535353535353,-43.43434343434343,0.7092408201994743,1.7440665054625806,-5.353535353535354,-8.787878787878787,232.31415161718192,232.3284254684887,23.232323232323235,22.222222222222225,1934.0068360371397,1933.623312144646,-0.5353535353535352,0.8787878787878789,-6.276298336904398,-6.081023430261324,-535.3535353535353,-272.72727272727275,726530.0276502398,726530.0158201635,1.4597299198498028,0.11083819990101117,0.1108381999010111,-0.8409313668699951,-0.8117468636587621,1.4578926799894723,-2.141414141414141,0.040285414616323435,0.03942695714961357,4.646464646464646,8.180515509389407e-06,0.00011183158691684774
